100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200
35.983,35.371,35.075,34.834,34.604,34.446,34.389,34.395,34.432,34.492,34.565,34.632,34.692,34.738,34.777,34.807,34.825,34.842,34.851,34.866,34.866,34.872,34.87,34.87,34.871,34.872,34.873,34.873,34.876,34.877,34.88,34.881,34.882,34.883,34.885,34.886,34.886,34.886,34.887,34.887,34.886,34.888,34.887,34.886,34.888,34.887,34.887,34.887,34.887,34.887,34.888
18.789,14.916,12.456,10.37,8.226,6.339,5.107,4.372,3.907,3.651,3.546,3.52,3.495,3.435,3.376,3.304,3.179,3.089,2.989,2.911,2.729,2.695,2.618,2.564,2.523,2.495,2.471,2.438,2.422,2.408,2.392,2.385,2.372,2.366,2.364,2.367,2.372,2.372,2.378,2.384,2.391,2.399,2.41,2.422,2.432,2.444,2.456,2.467,2.479,2.488,2.501
